show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,platform,imdb_rating
s8014,Movie,Shutter,"Banjong Pisanthanakun, Parkpoom Wongpoom","Ananda Everingham, Natthaweeranuch Thongmee, Achita Sikamana, Unnop Chanpaibool, Titikarn Tongprasearth, Sivagorn Muttamara, Chachchaya Chalemphol, Kachormsak Naruepatr",Thailand,"September 5, 2018",2004,TV-MA,96 min,"Horror Movies, International Movies","After killing a young girl in a hit-and-run accident, a couple is haunted by more than just the memory of their deadly choice.",netflix,7.1
s8015,Movie,Sicilian Ghost Story,"Fabio Grassadonia, Antonio Piazza","Julia Jedlikowska, Gaetano Fernandez, Corinne Musallari, Lorenzo Curcio, Andrea Falzone, Federico Finocchiaro, Vincenzo Amato, Sabine Timoteo","Italy, France, Switzerland","July 6, 2019",2017,TV-MA,119 min,"Dramas, International Movies, Thrillers","When officials are slow to investigate a mysterious disappearance, a teen girl searches the dark woods on the outskirts of town for the boy she loves.",netflix,
s8016,TV Show,Sid the Science Kid,,"Drew Massey, Julianne Buescher, Victor Yerrid, Alice Dinnean, Donna Kimball, John Munro Cameron, Kristin Charney",United States,"March 31, 2020",2008,TV-Y,1 Season,Kids' TV,"Armed with a healthy sense of humor and the help of his teacher, friends and family, curious kid Sid tackles questions youngsters have about science.",netflix,5.5
s8017,Movie,Siddhant,Vivek Wagh,"Vikram Gokhale, Swati Chitnis, Kishore Kadam, Ganesh Yadav, Sarang Sathaye, Archit Deodhar, Madhavi Soman, Neha Mahajan",India,"October 30, 2018",2014,TV-G,105 min,"Dramas, Independent Movies, International Movies",A principled mathematics teacher is shocked to discover that his grandson used unethical means to achieve academic success.,netflix,
s8018,Movie,Silencer,Timothy Woodward Jr.,"Johnny Messner, Danny Trejo, Tito Ortiz, Chuck Liddell, Robert LaSardo, Nikki Leigh, Kai Scarlett Williams, Marlene Marquez",United States,"December 3, 2018",2018,TV-MA,88 min,"Action & Adventure, Independent Movies","When a drug lord kidnaps his girlfriend’s daughter, a retired assassin leaves his newly peaceful life to go on a ruthless rampage to rescue the child.",netflix,3.9
s8019,Movie,Silent Hill: Revelation,M.J. Bassett,"Deborah Kara Unger, Adelaide Clemens, Sean Bean, Malcolm McDowell, Carrie-Anne Moss, Radha Mitchell, Martin Donovan, Kit Harington","Canada, France, United States","December 13, 2019",2012,R,94 min,Horror Movies,"Haunted by nightmares and her father's disappearance, Heather goes on the hunt for him – and discovers a disturbing truth about her own identity.",netflix,5.0
s8020,Movie,Silicon Cowboys,Jason Cohen,,United States,"April 1, 2017",2016,TV-PG,77 min,Documentaries,"This documentary tells the story of Compaq Computer and its three founders, who in 1982, took on Goliath IBM at the height of its PC dominance.",netflix,6.9
s8021,TV Show,Silver Spoon,,"Pavel Priluchnyy, Karina Razumovskaya, Dmitry Shevchenko, Denis Shvedov, Alexander Oblasov, Igor Zhizhikin, Bogdan Stypka, Alexander Dyachenko",Russia,"September 15, 2017",2015,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, TV Action & Adventure","Forced to become an apprentice cop, cocky playboy Igor finds he's got a knack for police work. But his job soon takes him down a dark personal path.",netflix,
s8022,TV Show,Sin senos no hay paraíso,,"Carmen Villalobos, Catherine Siachoque, María Fernanda Yépez, Ramiro Meneses, Juan Diego Sánchez, Aylín Mujica, Fabián Ríos, Roberto Mateos","Colombia, Mexico, United States","May 15, 2017",2008,TV-14,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas","Inspired by a true story, this TV drama shadows a young Colombian woman who goes to shocking lengths to escape a life of poverty.",netflix,7.2
s8023,TV Show,Sin Senos sí Hay Paraíso,,"Majida Issa, Fabián Ríos, Catherine Siachoque, Carolina Gaitán, Juan Pablo Urrego, Francisco Bolívar, Johanna Fadul, Jennifer Arenas, Luigi Aycardi, Juan Pablo Llano, César Mora, Julián Beltrán, Stefanía Gómez, Diana Acevedo, Joselyn Gallardo, Jairo Ordoñez, Oscar Salazar, Gregorio Pernía, Carolina Sepúlveda","United States, Colombia"," January 11, 2019",2018,TV-MA,3 Seasons,"International TV Shows, Spanish-Language TV Shows, TV Dramas","Born into a small town controlled by the mafia, an irate young woman seeks revenge on the forces that tore apart and wrongfully imprisoned her family.",netflix,
s8024,Movie,Singh Saab the Great,Anil Sharma,"Sunny Deol, Urvashi Rautela, Prakash Raj, Amrita Rao, Anjali Abrol, Johnny Lever, Sanjay Mishra, Yashpal Sharma, Manoj Pahwa, Raj Premi",India,"July 15, 2017",2013,TV-14,143 min,"Action & Adventure, Dramas, International Movies","As the result of a TV journalist's curiosity, the amazing saga of an honorable government tax collector's past comes to light.",netflix,5.7
s8025,Movie,Single,Raditya Dika,"Raditya Dika, Annisa Rawles, Chandra Liow, Pandji Pragiwaksono, Babe Cabita, Elvira Devinamira, Tinna Harahap, Pevita Pearce, Rinna Hassim, Dede Yusuf, Dewi Hughes",Indonesia,"September 28, 2018",2015,TV-PG,127 min,"Comedies, International Movies, Romantic Movies","Unemployed and immature, a somewhat pathetic bachelor sets his sights on finding a date for the wedding of his younger, more successful brother.",netflix,6.8
s8026,Movie,Singularity,Robert Kouba,"Julian Schaffner, John Cusack, Jeannine Wacker, Carmen Argenziano, Eileen Grubba, Pavlo Bubryak","Switzerland, United States","June 1, 2018",2017,PG-13,92 min,"Action & Adventure, Dramas, Sci-Fi & Fantasy","Nearly a century after artificial intelligence tried to eradicate people from Earth, two survivors search for a human enclave rumored to still exist.",netflix,3.6
s8027,Movie,Sinister Circle,Dorian Fernández-Moris,"Milene Vázquez, Matías Raygada, Claudia Dammert, Marcello Rivera, Atilia Boschetti, Hernán Romero, Ismael Contreras, Pietro Sibille, Leslie Shaw",Peru,"October 1, 2019",2017,TV-MA,87 min,"Horror Movies, International Movies",A psychologist and her mute son confront evil forces at the site of a terrible tragedy involving an ancestral Ouija board and a demonic secret society.,netflix,7.1
s8028,Movie,Siren,Gregg Bishop,"Chase Williamson, Hannah Fierman, Justin Welborn, Hayes Mercure, Michael Aaron Milligan, Brittany S. Hall, Randy McDowell, Lindsey Garrett, William Mark McCullough, Patrick Wood",United States,"January 1, 2020",2016,TV-MA,83 min,Horror Movies,A groom-to-be and his pals celebrate with a debauched night out that ends with a supernatural assault by a stripper who is not what she appears to be.,netflix,5.3
s8029,Movie,Sister Code,Corey Grant,"Drew Sidora, Eva Marcille, Amber Rose, Marcus T. Paulk, Erica Ash, Essence Atkins, Amin Joseph, Rolonda Watts, Brooklyn McLinn, Don Hale Jr., Duane Martin, Anne-Marie Johnson",United States,"February 14, 2016",2015,R,95 min,"Comedies, Dramas, Romantic Movies","After the death of their beloved mother, three foster sisters find their bond tested by old grudges, career tensions and a startling revelation.",netflix,4.7
s8030,Movie,Skin Trade,Ekachai Uekrongtham,"Dolph Lundgren, Tony Jaa, Ron Perlman, Celina Jade, Peter Weller, Michael Jai White, Sahajak Boonthanakit, Mike Dopud","Thailand, Canada, United States","December 17, 2018",2014,R,96 min,Action & Adventure,A New Jersey detective whose family was killed by an international gangster teams up with a Bangkok cop on a quest to bring down a criminal empire.,netflix,5.7
s8031,TV Show,Skin Wars,,"Rebecca Romijn, RuPaul, Robin Slonina, Craig Tracy",United States,"October 1, 2016",2016,TV-14,3 Seasons,Reality TV,"Artists test their creativity and body painting skills as they face off in a series of elaborate challenges, vying for a grand prize of $100,000.",netflix,
s8032,TV Show,Skin Wars: Fresh Paint,,RuPaul,United States,"December 15, 2018",2016,TV-14,1 Season,Reality TV,"In each episode of this ""Skin Wars"" spinoff hosted by RuPaul, talented artists from various fields compete in body art for the first time.",netflix,6.2
s8033,Movie,Skiptrace,Renny Harlin,"Jackie Chan, Johnny Knoxville, Fan Bingbing, Eric Tsang, Eve Torres, Winston Chao","China, Hong Kong, United States","July 4, 2019",2016,PG-13,107 min,"Action & Adventure, Comedies","To capture a crime lord who killed his partner and kidnapped his partner's daughter, a Hong Kong detective teams with a smart aleck American gambler.",netflix,5.7
s8034,Movie,Sky on Fire,Ringo Lam,"Daniel Wu, Joseph Chang, Amber Kuo, Zhang Jingchu, Ruoyun Zhang","China, Hong Kong","August 5, 2017",2016,TV-MA,100 min,"Action & Adventure, International Movies",The security chief at a top-level medical facility must fight to ensure that revolutionary cancer research doesn't fall into the wrong hands.,netflix,4.6
s8035,Movie,Skydancers,Fredric Lean,,"United States, France","June 27, 2018",2014,TV-G,49 min,"Documentaries, Sports Movies",Only a few women pilots take part in the sport of aerobatics. Director Fredric Lean captures their powerful spirit at the World Aerobatic Championships.,netflix,7.9
s8036,Movie,Skyline,"Colin Strause, Greg Strause","Eric Balfour, Scottie Thompson, Brittany Daniel, Crystal Reed, Neil Hopkins, David Zayas, Donald Faison, Robin Gammell, Tanya Newbould, J. Paul Boehmer",United States,"January 16, 2019",2010,PG-13,94 min,"Action & Adventure, Sci-Fi & Fantasy","After a wild night of partying, Terry discovers that he's one of the few people left on Earth, then sets out to solve the mystery of what happened.",netflix,4.4
s8037,Movie,Sleeping with Other People,Leslye Headland,"Jason Sudeikis, Alison Brie, Adam Scott, Jason Mantzoukas, Natasha Lyonne, Adam Brody, Amanda Peet",United States,"October 2, 2017",2015,R,101 min,"Comedies, Dramas, Independent Movies","Many years after hooking up in college, two people cross paths and realize they are both serial philanderers who need each other's help to reform.",netflix,6.5
s8038,Movie,Sleepover,Joe Nussbaum,"Alexa PenaVega, Mika Boorem, Jane Lynch, Sam Huntington, Sara Paxton, Brie Larson, Scout Taylor-Compton, Douglas Smith, Katija Pevec, Steve Carell, Jeff Garlin",United States,"March 1, 2020",2004,PG,89 min,"Comedies, Romantic Movies","As high school approaches, four best friends have a summer sleepover and participate in a scavenger hunt against their popular archrivals.",netflix,5.4
s8039,Movie,Sling Blade,Billy Bob Thornton,"Billy Bob Thornton, Dwight Yoakam, J.T. Walsh, John Ritter, Lucas Black, Natalie Canerday, James Hampton, Robert Duvall, Rick Dial, Brent Briscoe",United States,"November 1, 2019",1996,R,135 min,"Dramas, Independent Movies","A man returns home after being released from a psychiatric hospital, where he'd been confined since age 12 for murdering his mother and her lover.",netflix,8.0
s8040,Movie,Sliver,Phillip Noyce,"Sharon Stone, William Baldwin, Tom Berenger, Polly Walker, Colleen Camp, Amanda Foreman, Martin Landau, CCH Pounder, Nina Foch, Keene Curtis",United States,"January 1, 2020",1993,R,107 min,Thrillers,"A divorcée moves into a high-rise with a sordid past and begins a steamy affair with her neighbor, unaware that her every move is being monitored.",netflix,5.1
s8041,TV Show,Slobby's World,,Robert Hall,United States,"December 31, 2018",2018,TV-MA,1 Season,Reality TV,Welcome to the irreverent world of Robert Hall – aka Slobby Robby – a pop culture junkie who buys and sells collectable goods from the '80s and '90s.,netflix,
s8042,Movie,Slow West,John Maclean,"Kodi Smit-McPhee, Michael Fassbender, Ben Mendelsohn, Caren Pistorius, Rory McCann, Andrew Robertt, Edwin Wright, Kalani Queypo","United Kingdom, New Zealand","July 26, 2018",2015,R,84 min,"Action & Adventure, Dramas, International Movies","Determined to find the woman he loves, a Scottish teenager braves the Western frontier of 19th-century America, with bounty hunters hot on his trail.",netflix,6.9
s8043,Movie,Small Soldiers,Joe Dante,"Kirsten Dunst, Gregory Smith, Jay Mohr, Phil Hartman, Kevin Dunn, Denis Leary, Frank Langella, Tommy Lee Jones, Ernest Borgnine",United States,"June 1, 2019",1998,PG-13,110 min,"Action & Adventure, Comedies, Sci-Fi & Fantasy","When the Commando Elite, a group of toy action figures, are released before they've been tested, they attack the children playing with them.",netflix,6.2
s8044,Movie,Smart People,Noam Murro,"Dennis Quaid, Sarah Jessica Parker, Thomas Haden Church, Ellen Page, Ashton Holmes, Christine Lahti, Camille Mana, David Denman, Don Wadsworth, Robert Haley",United States,"July 12, 2019",2008,R,95 min,"Comedies, Dramas, Independent Movies",An unexpected romance and a surprise visit from his wild brother turn the life of widowed professor Lawrence Wetherhold upside down.,netflix,6.1
s8045,Movie,Smash: Motorized Mayhem,,,United States,"May 15, 2017",2017,TV-MA,66 min,"Documentaries, Sports Movies","Buckle up for a look inside a biannual school bus race in Florida, a harrowing event where carnage and collisions are most definitely encouraged.",netflix,
s8046,Movie,SMOSH: The Movie,Alex Winter,"Ian Hecox, Anthony Padilla, Jenna Marbles, Grace Helbig, Harley Morenstein, Jillian Nelson, Brittany Ross, Michael Ian Black, Steve Austin",United States,"September 22, 2015",2015,PG-13,83 min,Comedies,"To keep his teen crush from spotting him in an embarrassing YouTube video, Anthony and his friend Ian must enter the virtual world and alter the clip.",netflix,3.3
s8047,Movie,Sniper: Special Ops,Fred Olen Ray,"Steven Seagal, Rob Van Dam, Tim Abell, Charlene Amoia, Daniel Booko, Jason-Shane Scott, Anthony Batarse, Gerald Webb",United States,"January 10, 2020",2016,R,86 min,"Action & Adventure, Dramas","After a mission to rescue a U.S. congressman from the Taliban ends with two men left behind, their sniper buddies go against orders to get them back.",netflix,3.1
s8048,Movie,Socha Na Tha,Imtiaz Ali,"Abhay Deol, Ayesha Takia, Apoorva Jha, Ayesha Jhulka, Rati Agnihotri, Sandhya Mridul, Suresh Oberoi, Manish Chaudhary",India,"July 1, 2018",2005,TV-14,137 min,"Comedies, International Movies, Romantic Movies","An arranged marriage becomes a friendship for Viren and Aditi, who aren't in love – until they begin having unexpected feelings for each other.",netflix,7.4
s8049,Movie,Social Animals,Jonathan Ignatius Green,,United States,"March 19, 2019",2018,TV-MA,87 min,Documentaries,"This documentary follows a trio of teens – a daredevil photographer, an aspiring model and a lonely Ohio girl – and Instagram's impact on their lives.",netflix,5.3
s8050,Movie,Soekarno,Hanung Bramantyo,"Ario Bayu, Lukman Sardi, Maudy Koesnaedi, Tanta Ginting, Tika Bravani, Emir Mahira, Sujiwo Tedjo, Ayu Laksmi, Matias Muchus",Indonesia,"January 5, 2019",2013,TV-MA,142 min,"Dramas, International Movies",This biographical drama about Indonesia's first president recounts his nationalist crusade to seize independence from Dutch colonial rule.,netflix,7.0
s8051,Movie,Solo Con Tu Pareja,Alfonso Cuarón,"Luis de Icaza, Dobrina Liubomirova, Isabel Benet, Claudia Fernandez, Luz María Jerez, Claudia Ramírez, Astrid Hadad, Toshiro Hisaki, Daniel Giménez Cacho, Carlos Nakasone, Ricardo Dalmacci, Nevil Wilton, John Keyser, Raúl Valerio, Monserrat Ontiveros, Daniel Gimenez Cacho",Mexico,"September 1, 2018",1991,NR,94 min,"Comedies, Independent Movies, International Movies",A yuppie playboy looks for a quick death after being falsely diagnosed with AIDS by a nurse who was once cheated by the young Casanova.,netflix,6.9
s8052,Movie,Solo: A Star Wars Story,Ron Howard,"Alden Ehrenreich, Woody Harrelson, Emilia Clarke, Donald Glover, Joonas Suotamo, Thandie Newton, Phoebe Waller-Bridge, Paul Bettany",United States,"January 9, 2019",2018,PG-13,135 min,"Action & Adventure, Children & Family Movies, Sci-Fi & Fantasy","A young Han Solo tries to settle an old score with the help of his new buddy Chewbacca, a crew of space smugglers and a cunning old friend.",netflix,6.9
s8053,Movie,Solo: A Star Wars Story (Spanish Version),Ron Howard,"Alden Ehrenreich, Woody Harrelson, Emilia Clarke, Donald Glover, Joonas Suotamo, Thandie Newton, Phoebe Waller-Bridge, Paul Bettany",United States,"January 9, 2019",2018,PG-13,135 min,"Action & Adventure, Children & Family Movies, Sci-Fi & Fantasy","A young Han Solo tries to settle an old score with the help of his new buddy Chewbacca, a crew of space smugglers and a cunning old friend.",netflix,
s8054,Movie,Solomon Kane,Michael J. Bassett,"James Purefoy, Pete Postlethwaite, Rachel Hurd-Wood, Alice Krige, Jason Flemyng, Mackenzie Crook, Patrick Hurd-Wood, Max von Sydow","Czech Republic, United Kingdom, France","February 15, 2018",2009,R,104 min,"Action & Adventure, International Movies, Sci-Fi & Fantasy","In this epic tale, a once-murderous sea captain is holed up in a monastery in retreat from the devil, whom the captain fears is coming for his soul.",netflix,6.1
s8055,Movie,Some Freaks,Ian MacAllister-McDonald,"Thomas Mann, Lily Mae Harrington, Ely Henry, Lachlan Buchanan, Marin Ireland, John Thorsen, Stephen Thorne, Shannon Hartman",United States,"December 18, 2017",2017,TV-MA,97 min,"Dramas, Romantic Movies","A one-eyed boy and plus-sized girl form a deep connection. But following a brief separation, they reunite as different people.",netflix,7.4
s8056,Movie,Something's Gotta Give,Nancy Meyers,"Jack Nicholson, Diane Keaton, Keanu Reeves, Frances McDormand, Amanda Peet, Jon Favreau, Paul Michael Glaser, Rachel Ticotin",United States,"August 1, 2019",2003,PG-13,128 min,"Comedies, Romantic Movies","Still sexy at 60, Harry Sanborn wines and dines women half his age. But a getaway with his girlfriend goes awry when her mother drops in unannounced.",netflix,6.7
s8057,Movie,Son of a Gun,Julius Avery,"Ewan McGregor, Brenton Thwaites, Alicia Vikander, Jacek Koman, Matt Nable, Tom Budge, Eddie Baroo, Nash Edgerton","Australia, United Kingdom, Canada","July 19, 2018",2014,R,109 min,"Action & Adventure, Dramas, Independent Movies",A young petty thief who received protection from a notorious inmate in jail is forced to spring his defender from prison and help pull off a heist.,netflix,6.4
s8058,Movie,Sons of Ben,Jeffrey C. Bell,,United States,"December 10, 2016",2016,NR,73 min,"Documentaries, Sports Movies","Passion is an understatement. Meet the folks who wanted a Major League Soccer club in Philadelphia so badly, they became fans before it even existed.",netflix,
s8059,TV Show,Sotus The Series,,"Sangpotirat Perawat, Ruangroj Prachaya",Thailand,"May 25, 2019",2016,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas","When freshman engineering student Kongpob stands up to older bully Arthit, their confrontation soon leads to a deep attraction between the two boys.",netflix,8.0
s8060,Movie,Soul Surfer,Sean McNamara,"AnnaSophia Robb, Helen Hunt, Dennis Quaid, Carrie Underwood, Kevin Sorbo, Ross Thomas, Chris Brochu, Lorraine Nicholson, Jeremy Sumpter, Sonya Balmores, Craig T. Nelson, Mark Kubr, Kim Morgan Greene, Titus Kinimaka, Branscombe Richmond, Sonya Balmores Chung, Kimberly-Rose Wolter, John Philbin, David Chokachi, Wesley Mann",United States,"May 17, 2020",2011,PG,106 min,"Dramas, Faith & Spirituality, Sports Movies",Hawaiian teen Bethany Hamilton bravely returns to competitive surfing after losing her left arm in a vicious shark attack.,netflix,7.0
s8061,Movie,Soul to Keep,"David Allensworth, Monière","Sandra Mae Frank, Aurora Heimbach, Craig Fogel, Tony Spitz, Jordan Theodore, Kate Rose Reynolds, Jessie Jordan, Derek Long, Sophia Getz, Amelia Sheeler",United States,"July 1, 2019",2019,TV-MA,94 min,"Horror Movies, Independent Movies","Two siblings invite friends to their inherited, remote country home, but the fun stops when the group summons a demonic force from an old spellbook.",netflix,5.1
s8062,Movie,Sour Grapes,"Jerry Rothwell, Reuben Atlas",,United Kingdom,"November 18, 2016",2016,NR,85 min,Documentaries,A dizzying chronicle of excess and deception dissects a fascinating case of fine-wine fraud and the con man who cheated investors out of millions.,netflix,7.2
s8063,TV Show,Space Racers,,"Yuri Lowenthal, Meyer DeLeeuw, Johnny Yong Bosch, Phil Lollar, Alicyn Packard, Melissa Hutchison, Joseph J. Terry, Danny Katiana, Katie Leigh",United States,"March 31, 2020",2014,TV-Y,1 Season,Kids' TV,"Spaceships Eagle, Robyn, Hawk and their pals at the Stardust Space Academy rocket through the galaxy, teaching kids about the wonders of science.",netflix,7.3
s8064,Movie,Sparkle,Sam O'Steen,"Tony King, Mary Alice, Irene Cara, Dorian Harewood, Paul Lambert, Beatrice Winde, Lonette McKee",United States,"November 1, 2019",1976,PG,98 min,"Dramas, Music & Musicals","In 1950s Harlem, three singing sisters hit the big time and end up losing one another in this musical melodrama inspired by the Supremes.",netflix,6.8
s8065,TV Show,Spartacus,,"Andy Whitfield, Liam McIntyre, Dustin Clare, John Hannah, Manu Bennett, Lucy Lawless, Peter Mensah, Nick E. Tarabay, Viva Bianca, Lesley-Ann Brandt, Jai Courtney, Daniel Feuerriegel",United States," February 1, 2015",2013,TV-MA,4 Seasons,"TV Action & Adventure, TV Dramas","A Thracian man is condemned to a brutal death in the arena, only to outlast his executioners and be reborn as the enslaved gladiator Spartacus.",netflix,
s8066,Movie,Speech & Debate,Dan Harris,"Liam James, Sarah Steele, Austin McKenzie, Roger Bart, Janeane Garofalo, Wendi McLendon-Covey, Kal Penn, Kimberly Williams-Paisley, Skylar Astin, Edgar Arreola, Sarah Baker",United States,"July 6, 2017",2017,PG-13,96 min,"Comedies, Dramas, Independent Movies","Fed up with the hypocrisy of the adults around them, three creative high school misfits revive an old debate club as a way to fight back.",netflix,5.9
s8067,Movie,Speed Is My Need,Mark Sloper,,United Kingdom,"January 9, 2020",2019,TV-14,75 min,"Documentaries, Sports Movies","This daredevil documentary trails behind and into the minds of the biggest names in one of the world's most dangerous sports, superbike racing.",netflix,5.8
s8068,Movie,Spider-Man 3,Sam Raimi,"Tobey Maguire, Kirsten Dunst, James Franco, Thomas Haden Church, Topher Grace, Bryce Dallas Howard, Rosemary Harris, J.K. Simmons, James Cromwell, Theresa Russell, Dylan Baker, Bill Nunn, Bruce Campbell, Elizabeth Banks",United States,"November 1, 2019",2007,PG-13,139 min,"Action & Adventure, Sci-Fi & Fantasy",The seemingly invincible Spider-Man goes up against an all-new crop of villains in the third installment of the blockbuster adventure series.,netflix,6.2
s8069,Movie,Spider-Man: Into the Spider-Verse,"Peter Ramsey, Rodney Rothman, Bob Persichetti","Shameik Moore, Jake Johnson, Hailee Steinfeld, Brian Tyree Henry, Lauren Vélez, Mahershala Ali, Lily Tomlin, Kathryn Hahn, Liev Schreiber, Kimiko Glenn, Nicolas Cage, John Mulaney",United States,"June 26, 2019",2018,PG,117 min,"Action & Adventure, Comedies","After being bitten by a radioactive spider, Brooklyn teen Miles Morales gets a crash course in web-slinging from his alternate-dimension counterparts.",netflix,8.4
s8070,Movie,Spitfire: The Plane that Saved the World,"David Fairhead, Anthony Palmer",Charles Dance,United Kingdom,"November 1, 2019",2018,TV-14,95 min,Documentaries,"In this epic documentary, last-surviving veterans trace the history of a legendary fighter aircraft that dominated the air during the Battle of Britain.",netflix,7.6
s8071,TV Show,Splash and Bubbles,,"John Tartaglia, Leslie Carrara-Rudolph, Raymond Carr, Aymee Garcia",United States," August 13, 2018",2018,TV-Y,2 Seasons,Kids' TV,"Curious pals Splash, Bubbles, Dunk and Ripple have fun exploring new places, making new friends and learning all about their amazing ocean home.",netflix,
s8072,Movie,Spotlight,Tom McCarthy,"Mark Ruffalo, Michael Keaton, Rachel McAdams, Liev Schreiber, John Slattery, Brian d'Arcy James, Stanley Tucci, Billy Crudup, Paul Guilfoyle, Jamey Sheridan",United States,"July 22, 2020",2015,R,129 min,"Dramas, Independent Movies",A team of reporters and editors at the Boston Globe relentlessly investigate a shocking child molestation cover-up by the Catholic Church.,netflix,8.1
